source_id,target_id,relation,prov,namespace_source_id,namespace_target_id,source_to_target
MONDO:0010501,DOID:0060817,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010501,ORPHANET:466791,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010503,DOID:0110147,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010503,ICD10:E26.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010505,ORPHANET:3041,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010505,MESH:C536638,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010505,SNOMED:722002002,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010505,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010507,ORPHANET:521258,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010514,ORPHANET:504530,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010518,SNOMED:36070007,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010518,MESH:D014923,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010518,ORPHANET:906,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010518,ICD10:D82.0,equivalent_to,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010518,MEDDRA:10047992,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0010518,DOID:9169,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010519,DOID:0110030,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010519,ORPHANET:847,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010519,ICD10:D56.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010519,MESH:C538258,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010519,SNOMED:715342005,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010520,DOID:0110034,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010520,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010520,ORPHANET:63,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010520,ORPHANET:88917,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010520,MEDDRA:10001843,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0010520,SNOMED:717768004,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010521,DOID:0110058,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010521,ICD10:K00.5,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010521,ORPHANET:100033,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010522,ICD10:K00.5,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010522,DOID:0110059,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010522,ORPHANET:100031,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010523,MESH:C564461,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010523,ICD10:E85.0+,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010523,SNOMED:717224002,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010523,ORPHANET:85453,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010523,ICD10:L99.0*,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010524,DOID:0060064,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010524,MESH:C536358,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010524,DOID:0050554,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010524,ORPHANET:2802,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010524,ICD10:D64.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010524,SNOMED:719816006,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010525,MESH:C536359,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010525,ORPHANET:823,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010525,ORPHANET:268357,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010526,MESH:D000795,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010526,ORPHANET:324,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010526,MEDDRA:10016016,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0010526,SNOMED:16652001,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010526,DOID:14499,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010526,ICD10:E75.21,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010526,ICD10:E75.2,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010528,SNOMED:44169009,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010528,MESH:D000857,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010529,ICD10:G11.1,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010529,ORPHANET:85297,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010529,MESH:C537315,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010529,SNOMED:719817002,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010531,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010531,ORPHANET:1484,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010531,SNOMED:720746006,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010532,ORPHANET:1145,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010532,ICD10:G12.1,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010532,SNOMED:719836007,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010532,MESH:C535380,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010533,ICD10:E79.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010533,SNOMED:702441001,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010533,DOID:0050647,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010533,MESH:C535388,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010533,ORPHANET:1187,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010534,ORPHANET:85292,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010534,SNOMED:719818007,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010534,MESH:C537316,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010534,ICD10:G11.1,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010535,SNOMED:254820002,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010535,ORPHANET:166113,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010535,ORPHANET:113,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010535,ICD10:L98.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010535,SNOMED:238640007,xref,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010537,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010537,SNOMED:21634003,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010537,DOID:0050681,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010537,MESH:C536575,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010537,ORPHANET:127,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010538,ORPHANET:2565,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010538,SNOMED:733095006,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010538,DOID:0110973,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010538,MESH:C535914,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010538,ICD10:Q87.5,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010539,MESH:C537102,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010539,ORPHANET:1131,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010539,ICD10:Q75.4,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010539,SNOMED:719813003,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010540,ORPHANET:1867,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010540,MESH:C563065,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010540,ICD10:Q81.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010541,ICD10:M85.2,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010541,MESH:C537963,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010541,ORPHANET:391327,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010542,SNOMED:702424003,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010542,MESH:C580047,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010542,DOID:0060561,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010542,DOID:0110461,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010542,ICD10:I42.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010543,DOID:0050476,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010543,SNOMED:297231002,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010543,ICD10:E71.1,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010543,ICD10:E78.71,equivalent_to,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010543,MESH:D056889,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010543,ORPHANET:111,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010544,DOID:0110272,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010544,ORPHANET:91492,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010544,MESH:C535338,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010544,ICD10:Q12.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010544,ORPHANET:98994,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010544,ORPHANET:98991,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010545,ICD10:Q87.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010545,SNOMED:445257004,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010545,ORPHANET:627,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010545,MESH:C538336,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010545,DOID:0060599,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010547,ICD10:G11.1,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010547,MESH:C563134,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010547,ORPHANET:1175,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010548,MESH:C537314,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010549,ICD10:G60.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010549,ORPHANET:101075,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010549,SNOMED:763455008,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010549,DOID:0110209,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010550,DOID:0110208,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010550,SNOMED:763457000,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010550,ORPHANET:101076,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010550,MESH:C535302,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010550,ICD10:G60.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010551,MESH:C535303,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010551,ORPHANET:101077,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010551,DOID:0110211,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010551,SNOMED:763458005,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010551,ICD10:G60.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010552,MESH:C538077,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010553,MESH:C564446,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010554,SNOMED:718574003,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010554,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010554,MESH:C535559,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010554,ORPHANET:921,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010555,ORPHANET:79345,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010555,ICD10:Q77.3,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010556,ICD10:Q77.3,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010556,DOID:0060292,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010557,DOID:9821,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010557,MESH:D015794,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010557,ICD10:H31.2,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010557,SNOMED:75241009,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010557,MEDDRA:10008791,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0010557,ICD10:H31.21,equivalent_to,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010557,ORPHANET:180,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010558,MESH:C537793,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010558,SNOMED:717761005,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010558,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010558,ORPHANET:1435,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010559,SNOMED:716996008,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010559,ORPHANET:275543,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010559,ORPHANET:2466,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010559,DOID:0060246,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010559,ICD10:G11.4,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010560,SNOMED:766761000,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010560,MESH:C536426,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010560,ORPHANET:324601,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010560,DOID:0060613,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010560,ICD10:Q35.9,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010561,SNOMED:15182000,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010561,MESH:C536435,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010561,MESH:D038921,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010561,ORPHANET:192,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010561,ICD10:Q87.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010561,DOID:3783,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010562,ORPHANET:1198,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010562,SNOMED:37054000,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010562,MESH:C562562,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010562,ICD10:Q42.9,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010563,ORPHANET:16,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010563,MESH:C536238,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010563,ICD10:H53.5,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010563,SNOMED:24704003,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010563,DOID:0050679,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010564,SNOMED:77479002,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010564,ICD10:H53.53,equivalent_to,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010564,EFO:0005581,equivalent_to,MONDO,MONDO,EFO,MONDO to EFO
MONDO:0010564,DOID:13909,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010565,ICD10:H53.54,equivalent_to,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010565,SNOMED:51445007,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010565,EFO:0005580,equivalent_to,MONDO,MONDO,EFO,MONDO to EFO
MONDO:0010565,DOID:13910,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010566,DOID:0111008,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010566,MESH:C564438,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010566,ORPHANET:1872,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010567,MESH:C535975,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010567,ORPHANET:1871,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010568,SNOMED:80651009,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010568,DOID:8461,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010568,ORPHANET:50,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010568,MESH:D058540,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010568,MEDDRA:10054935,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0010568,ICD10:Q04.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010569,ICD10:Q04.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010569,ORPHANET:275543,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010569,MESH:C564115,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010569,ORPHANET:1497,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010570,SNOMED:715421009,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010570,DOID:14737,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010570,ICD10:Q87.1,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010570,ORPHANET:1520,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010570,MESH:C536456,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010571,ICD10:Q87.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010571,SNOMED:42432003,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010571,DOID:0111784,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010571,MESH:C538089,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010571,ORPHANET:669,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010571,ORPHANET:90652,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010572,DOID:0111272,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010572,MESH:C537860,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010572,SNOMED:59399004,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010572,ICD10:E83.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010572,ORPHANET:198,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010573,ORPHANET:79482,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010573,MESH:C535610,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010574,ORPHANET:85335,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010574,ICD10:Q23.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010574,ICD10:Q87.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010574,DOID:0060800,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010574,ORPHANET:85329,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010574,SNOMED:719139003,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010574,ORPHANET:1568,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010575,MESH:C564435,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010575,ORPHANET:90646,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010576,ICD10:H90.5,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010576,DOID:10003,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010576,EFO:1001176,equivalent_to,MONDO,MONDO,EFO,MONDO to EFO
MONDO:0010576,MEDDRA:10040016,xref,MONDO,MONDO,MEDDRA,MONDO to MEDDRA
MONDO:0010576,ORPHANET:383,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010576,ICD10:H90.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010576,ICD10:H91.9,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010576,MESH:D006319,xref,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010577,ORPHANET:90625,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010577,DOID:0111739,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010577,MESH:C564433,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010578,DOID:0050757,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010578,ICD10:G31.8,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010578,SNOMED:702423009,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010578,MESH:C535808,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010578,ORPHANET:52368,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010579,ORPHANET:1661,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010579,MESH:C535376,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010579,SNOMED:715426004,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010579,ICD10:Q13.4,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010580,ORPHANET:37042,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010580,SNOMED:237618001,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010580,ICD10:E31.0,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010580,DOID:0090110,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010580,MESH:C580192,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010581,ORPHANET:223,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010583,ORPHANET:239,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010584,SNOMED:708536001,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010584,ORPHANET:3322,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010584,ORPHANET:1775,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010584,DOID:0070025,equivalent_to,MONDO,MONDO,DOID,MONDO to DOID
MONDO:0010585,ORPHANET:181,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010585,ORPHANET:238468,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010585,SNOMED:239007005,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010585,ICD10:Q82.4,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010586,ICD10:Q79.6,xref,MONDO,MONDO,ICD10,MONDO to ICD10
MONDO:0010586,SNOMED:67202007,equivalent_to,MONDO,MONDO,SNOMED,MONDO to SNOMED
MONDO:0010586,ORPHANET:75497,equivalent_to,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010586,MESH:C536197,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010587,ORPHANET:302,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010587,MESH:C564430,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
MONDO:0010588,ORPHANET:891,xref,MONDO,MONDO,ORPHANET,MONDO to ORPHANET
MONDO:0010588,MESH:C564428,equivalent_to,MONDO,MONDO,MESH,MONDO to MESH
